■ 개봉일람_연도별,,,,,,,,,,,,,,,,,
- 조회일: 2019-10-26,,,,,,,,,,,,,,,,,
- 출처: 영화진흥위원회 통합전산망 (http://www.kobis.or.kr),,,,,,,,,,,,,,,,,
▶ 검색조건 [ 조회기간 : 1980~2019   국적 : 전체   영화명 : 전체   개봉일 : 전체   영화구분 : 전체   영화유형 : 개봉영화    ],,,,,,,,,,,,,,,,,
<,,,,,,,,,,,,,,,,,
순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국,전국,전국,서울,서울,장르,등급,영화구분
,,,,,,,,,,스크린수,매출액,관객수,매출액,관객수,,,
113,인사이드 아웃,피트 닥터,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-07-09,개봉영화,장편,미국,777,"38,015,586,936","4,968,687","12,814,825,236","1,594,626",애니메이션,전체관람가,일반영화
114,캐리비안의 해적: 세상의 끝에서,고어 버빈스키,"제리 브룩하이머 필름,월트 디즈니 픽쳐스",한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-05-23,개봉영화,장편,미국,0,0,"4,966,571",0,"1,481,077",액션,12세이상관람가,일반영화
115,킹스맨: 골든 서클,매튜 본,,이십세기폭스코리아(주),이십세기폭스코리아(주),2017-09-27,개봉영화,장편,미국,"1,687","40,987,484,736","4,945,484","12,306,638,886","1,419,759",액션,청소년관람불가,일반영화
116,동갑내기 과외하기,김경형,코리아 엔터테인먼트,,씨제이엔터테인먼트,2003-02-07,개봉영화,장편,한국,0,N/A,"4,937,573",N/A,"1,587,975",코미디,12세관람가,일반영화
117,스파이더맨 3,샘 레이미,"콜럼비아 픽쳐스 코포레이션,마블 엔터프라이즈",한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2007-05-01,개봉영화,장편,미국,0,0,"4,935,660",0,"1,444,270",액션,12세이상관람가,일반영화
118,바람과 함께 사라지다,김주호,"(주)두타연,(주)에이디사공육",,(주)넥스트엔터테인먼트월드(NEW),2012-08-08,개봉영화,장편,한국,694,"34,524,377,161","4,897,551","8,302,901,161","1,122,802",코미디,12세이상관람가,일반영화
119,마션,리들리 스콧,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-10-08,개봉영화,장편,미국,"1,132","39,612,764,295","4,875,494","12,914,889,095","1,509,471",액션,12세이상관람가,일반영화
120,토르: 라그나로크,타이카 와이티티,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-10-25,개봉영화,장편,미국,"1,640","39,248,432,595","4,857,152","12,088,848,195","1,419,464",액션,12세이상관람가,일반영화
121,어메이징 스파이더맨,마크 웹,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-06-28,개봉영화,장편,미국,"1,118","41,163,951,235","4,853,123","13,100,185,524","1,446,116",액션,12세이상관람가,일반영화
122,"님아, 그 강을 건너지 마오",진모영,아거스필름,,"CGV아트하우스,(주)대명문화공장",2014-11-27,개봉영화,장편,한국,206,"37,354,452,679","4,801,355","9,129,018,879","1,140,795",다큐멘터리,전체관람가,독립/예술영화
123,조선명탐정 : 각시투구꽃의 비밀,김석윤,청년필름(주),,(주)쇼박스,2011-01-27,개봉영화,장편,한국,611,"35,841,769,500","4,786,259","10,712,744,000","1,363,857",코미디,12세이상관람가,일반영화
124,군도: 민란의 시대,윤종빈,"(주)영화사 월광,(주)쇼박스",,(주)쇼박스,2014-07-23,개봉영화,장편,한국,"1,394","36,987,755,999","4,774,895","9,976,707,399","1,239,945",사극,15세이상관람가,일반영화
125,봉오동 전투,원신연,"(주)빅스톤픽쳐스,(주)더블유픽처스,(주)쇼박스",,(주)쇼박스,2019-08-07,개봉영화,장편,한국,"1,476","40,482,816,538","4,774,532","7,770,780,628","890,054",사극,15세이상관람가,일반영화
126,라이온 킹,존 파브로,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2019-07-17,개봉영화,장편,미국,"1,936","41,518,977,430","4,743,184","11,620,751,790","1,218,042",어드벤처,전체관람가,일반영화
127,범죄와의 전쟁: 나쁜놈들 전성시대,윤종빈,"(주)팔레트픽처스,(주)쇼박스",,(주)쇼박스,2012-02-02,개봉영화,장편,한국,699,"36,479,147,500","4,710,454","11,716,858,500","1,451,900",범죄,청소년관람불가,일반영화
128,주토피아,"바이론 하워드,리치 무어",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2016-02-17,개봉영화,장편,미국,661,"37,077,444,042","4,703,245","12,142,771,642","1,465,960",애니메이션,전체관람가,일반영화
129,엣지 오브 투모로우,더그 라이만,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-06-04,개봉영화,장편,미국,801,"38,703,942,201","4,697,142","12,201,872,401","1,401,887",액션,12세이상관람가,일반영화
130,신세계,박훈정,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",,(주)넥스트엔터테인먼트월드(NEW),2013-02-21,개봉영화,장편,한국,671,"34,881,330,905","4,682,492","11,114,978,905","1,435,648",범죄,청소년관람불가,일반영화
131,쿵푸 팬더,"마크 오스본,존 스티븐슨",,씨제이엔터테인먼트,씨제이엔터테인먼트,2008-06-05,개봉영화,장편,미국,351,"30,000,965,000","4,673,009","10,590,329,000","1,556,669",애니메이션,전체관람가,일반영화
132,신비한 동물사전,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2016-11-16,개봉영화,장편,미국,"1,431","39,337,263,058","4,666,993","12,640,487,458","1,425,528",어드벤처,12세이상관람가,일반영화
133,도가니,황동혁,"(주)삼거리픽쳐스,(주)판타지오",,씨제이이앤엠(주),2011-09-22,개봉영화,장편,한국,644,"35,566,854,800","4,662,822","10,141,606,500","1,267,508",드라마,청소년관람불가,일반영화
134,캐리비안의 해적 : 망자의 함,고어 버빈스키,월트 디즈니 픽쳐스,브에나비스타인터내셔널코리아,브에나비스타인터내셔널코리아,2006-07-06,개봉영화,장편,미국,0,0,"4,628,903",0,"1,525,853",액션,12세관람가,일반영화
135,박물관이 살아있다!,숀 레비,"이십세기폭스필름코퍼레이션,1492픽쳐스",이십세기폭스코리아(주),이십세기폭스코리아(주),2006-12-21,개봉영화,장편,미국,0,0,"4,612,831",0,"1,226,404",코미디,전체관람가,일반영화
136,내 아내의 모든 것,민규동,"(주)수필름,영화사 집",,(주)넥스트엔터테인먼트월드(NEW),2012-05-17,개봉영화,장편,한국,563,"34,222,160,500","4,598,583","11,547,286,500","1,475,165",코미디,15세이상관람가,일반영화
137,판도라,박정우,(주)씨에이씨엔터테인먼트,,(주)넥스트엔터테인먼트월드(NEW),2016-12-07,개봉영화,장편,한국,"1,166","35,965,733,064","4,571,142","7,213,559,964","880,999",드라마,12세이상관람가,일반영화
138,터미네이터 : 미래전쟁의 시작,맥지,더 할사이온 컴퍼니,(유)마스엔터테인먼트코리아,롯데쇼핑㈜롯데엔터테인먼트,2009-05-21,개봉영화,장편,미국,704,"30,146,162,133","4,568,891","9,506,441,000","1,367,218",SF,15세이상관람가,일반영화
139,맘마미아!,필리다 로이드,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-09-03,개봉영화,장편,미국,457,"29,570,784,560","4,554,785","11,275,657,333","1,646,593",멜로/로맨스,12세이상관람가,일반영화
140,연가시,박정우,(주)오죤필름,,씨제이이앤엠(주),2012-07-05,개봉영화,장편,한국,759,"32,154,766,664","4,513,026","7,819,583,000","1,040,068",공포(호러),15세이상관람가,일반영화
141,아이언맨 2,존 파브로,"파라마운트 픽쳐스,마블 엔터프라이즈",씨제이엔터테인먼트,씨제이엔터테인먼트,2010-04-29,개봉영화,장편,미국,757,"33,161,943,100","4,498,335","10,697,867,500","1,370,291",SF,12세이상관람가,일반영화
142,나쁜 녀석들: 더 무비,손용호,"씨제이이앤엠(주),(주)영화사비단길",,씨제이이앤엠(주),2019-09-11,개봉영화,장편,한국,"1,511","38,828,232,614","4,480,994","7,826,708,944","881,029",범죄,15세이상관람가,일반영화
143,강철비,양우석,"(주)와이웍스엔터테인먼트,(주)모팩",,(주)넥스트엔터테인먼트월드(NEW),2017-12-14,개봉영화,장편,한국,"1,426","35,477,912,466","4,451,336","8,694,723,516","1,060,541",액션,15세이상관람가,일반영화
144,해리포터와 죽음의 성물2,데이빗 예이츠,,워너브러더스 코리아(주),워너브러더스 코리아(주),2011-07-13,개봉영화,장편,미국,757,"34,507,819,000","4,400,298","11,183,806,000","1,361,311",판타지,전체관람가,일반영화
145,아이언맨,존 파브로,,씨제이엔터테인먼트,씨제이엔터테인먼트,2008-04-30,개봉영화,장편,미국,592,"27,802,744,668","4,316,003","9,029,366,168","1,329,214",SF,12세이상관람가,일반영화
146,엑스맨: 데이즈 오브 퓨처 패스트,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-05-22,개봉영화,장편,미국,"1,056","34,654,558,766","4,313,871","11,315,080,666","1,345,720",액션,12세이상관람가,일반영화
147,강철중: 공공의 적 1-1,강우석,"(주)시네마서비스글로벌,(주)시네마서비스",,"씨제이엔터테인먼트,(주)시네마서비스",2008-06-19,개봉영화,장편,한국,659,"28,465,757,767","4,300,670","9,048,970,100","1,298,197",드라마,15세이상관람가,일반영화
148,아가씨,박찬욱,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름",,씨제이이앤엠(주),2016-06-01,개봉영화,장편,한국,"1,171","35,114,332,791","4,277,071","10,881,501,871","1,283,972",스릴러,청소년관람불가,일반영화
149,킹콩,피터 잭슨,유니버셜 픽쳐스,UIP코리아,UIP코리아,2005-12-14,개봉영화,장편,미국,0,0,"4,232,430",0,"1,352,121",드라마,15세관람가,일반영화
150,어메이징 스파이더맨 2,마크 웹,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-04-23,개봉영화,장편,미국,"1,312","34,869,056,800","4,168,350","10,562,832,700","1,187,974",액션,12세이상관람가,일반영화
151,인디아나 존스 4 : 크리스탈 해골의 왕국,스티븐 스필버그,,씨제이엔터테인먼트,씨제이엔터테인먼트,2008-05-22,개봉영화,장편,미국,660,"26,693,951,667","4,136,101","8,495,873,167","1,245,028",액션,12세이상관람가,일반영화
152,용의자,원신연,"(주)그린피쉬,(주)쇼박스",,(주)쇼박스,2013-12-24,개봉영화,장편,한국,807,"30,037,161,000","4,131,248","7,563,772,000","997,760",액션,15세이상관람가,일반영화
153,건축학개론,이용주,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2012-03-22,개봉영화,장편,한국,593,"30,219,800,500","4,110,645","11,003,948,000","1,431,173",멜로/로맨스,12세이상관람가,일반영화
154,태풍,곽경택,씨제이엔터테인먼트,,씨제이엔터테인먼트,2005-12-14,개봉영화,장편,한국,0,0,"4,094,395",0,"1,229,971",드라마,15세관람가,일반영화
155,미이라 3:황제의 무덤,롭 코헨,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-07-30,개봉영화,장편,미국,527,"26,222,207,084","4,090,795","6,942,890,084","1,027,371",액션,12세이상관람가,일반영화
156,7급 공무원,신태라,"(주)하리마오픽쳐스,(주)영화사수작,(주)디씨지플러스",,롯데쇼핑㈜롯데엔터테인먼트,2009-04-22,개봉영화,장편,한국,475,"26,701,311,856","4,088,799","8,090,460,000","1,173,540",코미디,12세이상관람가,일반영화
157,다크 나이트,크리스토퍼 놀란,,"주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)","주식회사 해리슨앤컴퍼니,워너브러더스 코리아(주)",2008-08-06,개봉영화,장편,미국,462,"27,059,471,306","4,087,355","10,406,924,000","1,487,898",범죄,15세이상관람가,일반영화
158,색즉시공,윤제균,㈜필름지,,(주)쇼박스,2002-12-11,개봉영화,장편,한국,0,0,"4,082,797",0,"1,313,067",코미디,18세관람가,일반영화
159,댄싱퀸,이석훈,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2012-01-18,개봉영화,장편,한국,534,"30,129,259,500","4,057,546","8,223,006,000","1,055,086",코미디,12세이상관람가,일반영화
160,우리 생애 최고의 순간,임순례,(주)엠케이픽처스,,(주)싸이더스,2008-01-10,개봉영화,장편,한국,418,"26,151,780,425","4,044,582","8,551,706,425","1,264,173",드라마,전체관람가,일반영화
161,꾼,장창원,(주)영화사두둥,,(주)쇼박스,2017-11-22,개봉영화,장편,한국,"1,314","31,313,568,795","4,018,341","7,524,464,445","931,901",범죄,15세이상관람가,일반영화
162,혹성탈출: 반격의 서막,맷 리브스,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-07-10,개봉영화,장편,미국,922,"31,509,793,095","4,002,134","9,067,860,195","1,095,630",액션,12세이상관람가,일반영화
163,타짜-신의 손,강형철,(주)싸이더스,,"롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스",2014-09-03,개봉영화,장편,한국,890,"32,267,244,827","4,001,813","8,495,857,527","1,016,403",드라마,청소년관람불가,일반영화
164,해리포터와 비밀의 방,크리스 콜럼버스,,워너브러더스 코리아(주),워너브러더스 코리아(주),2002-12-13,개봉영화,장편,미국,0,0,"4,000,000",0,"1,519,700",드라마,전체관람가,일반영화
165,쿵푸팬더3,"여인영,알레산드로 칼로니",드림웍스 애니메이션,씨제이이앤엠(주),씨제이이앤엠(주),2016-01-28,개봉영화,장편,미국,"1,365","31,340,798,156","3,984,812","8,695,148,256","1,045,418",애니메이션,전체관람가,일반영화
166,캡틴 아메리카: 윈터 솔져,"조 루소,안소니 루소",,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2014-03-26,개봉영화,장편,미국,"1,106","31,710,585,385","3,963,220","10,405,400,885","1,237,982",액션,15세이상관람가,일반영화
167,공공의 적 2,강우석,(주)시네마서비스,,(주)시네마서비스,2005-01-27,개봉영화,장편,한국,0,0,"3,911,356",0,"1,167,828",드라마,15세관람가,일반영화
168,박수건달,조진규,"주식회사 제이앤피,박수건달문화산업전문(유),(주)쇼박스",,(주)쇼박스,2013-01-09,개봉영화,장편,한국,599,"28,343,986,569","3,893,216","6,808,915,069","894,127",코미디,15세이상관람가,일반영화
169,베놈,루벤 플레셔,,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,2018-10-03,개봉영화,장편,미국,"1,308","34,100,211,207","3,888,096","9,452,036,857","1,026,909",액션,15세이상관람가,일반영화
170,한반도,강우석,(주)시네마서비스글로벌,,씨제이엔터테인먼트,2006-07-13,개봉영화,장편,한국,0,0,"3,880,308",0,"1,077,033",드라마,15세관람가,일반영화
171,조선명탐정 : 사라진 놉의 딸,김석윤,청년필름(주),,(주)쇼박스,2015-02-11,개봉영화,장편,한국,811,"30,456,879,428","3,872,015","6,908,501,928","845,522",사극,12세이상관람가,일반영화
172,트로이,볼프강 페터젠,"플랜 비 엔터테인먼트,워너 브러더스 픽쳐스",워너브러더스 코리아(주),워너브러더스 코리아(주),2004-05-21,개봉영화,장편,미국,0,0,"3,851,000",0,"1,513,408",사극,15세관람가,일반영화
173,역린,이재규,"굿초이스컷픽쳐스(주),(주)파파스필름",,롯데쇼핑㈜롯데엔터테인먼트,2014-04-30,개봉영화,장편,한국,"1,054","29,893,297,890","3,849,433","8,426,821,290","1,044,988",사극,15세이상관람가,일반영화
174,매드 맥스: 분노의 도로,조지 밀러,,워너브러더스 코리아(주),워너브러더스 코리아(주),2015-05-14,개봉영화,장편,미국,799,"32,906,364,462","3,842,441","11,443,176,062","1,271,954",액션,15세이상관람가,일반영화
175,남한산성,황동혁,(주)싸이런픽쳐스,,씨제이이앤엠(주),2017-10-03,개봉영화,장편,한국,"1,229","31,067,321,992","3,829,891","7,375,553,392","889,444",사극,15세이상관람가,일반영화
176,데드풀 2,데이빗 레이치,,이십세기폭스코리아(주),이십세기폭스코리아(주),2018-05-16,개봉영화,장편,미국,"1,576","34,185,664,639","3,784,602","10,757,126,939","1,145,250",액션,청소년관람불가,일반영화
177,쌍화점,유하,오퍼스픽쳐스(유),,(주)쇼박스,2008-12-30,개봉영화,장편,한국,499,"25,616,489,949","3,779,553","15,503,994,514","2,175,717",드라마,청소년관람불가,일반영화
